,name,kana,romanized
1757,種市,たねいち,taneichi
1758,赤羽根,あかばね,akabane
1759,今谷,いまたに,imatani
1760,國松,くにまつ,kunimatsu
1761,根岸,ねぎし,negishi
1762,坂東,ばんどう,bandou
1763,堀野,ほりの,horino
1764,森木,もりき,moriki
1765,丹野,たんの,tanno
1766,古山,ふるやま,furuyama
1767,光本,みつもと,mitsumoto
1768,三坂,みさか,misaka
1769,新村,にいむら,niimura
1770,納富,のうとみ,noutomi
1771,中屋,なかや,nakaya
1772,臼井,うすい,usui
1773,植松,うえまつ,uematsu
1774,鶴見,つるみ,tsurumi
1775,勝亦,かつまた,katsumata
1776,根来,ねごろ,negoro
1777,玉山,たまやま,tamayama
1778,今関,いまぜき,imazeki
1779,重森,しげもり,shigemori
1780,小牟田,こむた,komuta
1781,外村,とのむら,tonomura
1782,杉谷,すぎたに,sugitani
1783,日比野,ひびの,hibino
1784,倉本,くらもと,kuramoto
1785,榊,さかき,sakaki
1786,船津,ふなつ,funatsu
1787,川元,かわもと,kawamoto
1788,島本,しまもと,shimamoto
1789,梁瀬,やなせ,yanase
1790,我那覇,がなは,ganaha
1791,二上,ふたがみ,futagami
1792,大枝,おおえだ,ooeda
1793,前,まえ,mae
1794,古村,こむら,komura
1795,志賀,しが,shiga
1796,池野,いけの,ikeno
1797,小室,こむろ,komuro
1798,和久田,わくだ,wakuda
1799,軽部,かるべ,karube
1800,吉永,よしなが,yoshinaga
1801,鶴原,つるはら,tsuruhara
1802,永末,ながすえ,nagasue
1803,堀本,ほりもと,horimoto
1804,流石,さすが,sasuga
1805,坂谷,さかたに,sakatani
1806,浜本,はまもと,hamamoto
1807,石本,いしもと,ishimoto
1808,十河,そごう,sogou
1809,江渕,えぶち,ebuchi
1810,鴨田,かもだ,kamoda
1811,龍,りゅう,ryuu
1812,濱口,はまぐち,hamaguchi
1813,野見山,のみやま,nomiyama
1814,志摩,しま,shima
1815,尾田,おだ,oda
1816,吉富,よしとみ,yoshitomi
1817,小堀,こぼり,kobori
1818,永友,ながとも,nagatomo
1819,橋,はし,hashi
1820,脇田,わきた,wakita
1821,井芹,いせり,iseri
1822,重田,しげた,shigeta
1823,萬田,まんだ,manda
1824,古閑,こが,koga
1825,久慈,くじ,kuji
1826,小高,おだか,odaka
1827,大杉,おおすぎ,oosugi
1828,沖中,おきなか,okinaka
1829,久津間,くつま,kutsuma
1830,玉置,たまき,tamaki
1831,功刀,くぬぎ,kunugi
1832,倉島,くらしま,kurashima
1833,野原,のはら,nohara
1834,船木,ふなき,funaki
1835,座間味,ざまみ,zamami
1836,千代田,ちよだ,chiyoda
1837,横地,よこち,yokochi
1838,前原,まえはら,maehara
1839,岩尾,いわお,iwao
1840,水間,みずま,mizuma
1841,今福,いまふく,imafuku
1842,清村,きよむら,kiyomura
1843,郡山,こおりやま,kooriyama
1844,穂積,ほづみ,hozumi
1845,品田,しなだ,shinada
1846,比佐,ひさ,hisa
1847,砂田,すなだ,sunada
1848,澁谷,しぶや,shibuya
1849,綱川,つなかわ,tsunakawa
1850,大高,おおたか,ootaka
1851,常世田,とこよだ,tokoyoda
1852,徳丸,とくまる,tokumaru
1853,濱砂,はますな,hamasuna
1854,伊志嶺,いしみね,ishimine
1855,有本,ありもと,arimoto
1856,松吉,まつよし,matsuyoshi
1857,棚橋,たなはし,tanahashi
1858,蒲池,かまち,kamachi
1859,近内,こんない,konnai
1860,饒平名,よへな,yohena
1861,峯田,みねた,mineta
1862,高梨,たかなし,takanashi
1863,冨澤,とみざわ,tomizawa
1864,岡嶋,おかじま,okajima
1865,門馬,もんま,monma
1866,小野崎,おのざき,onozaki
1867,猪狩,いがり,igari
1868,赤松,あかまつ,akamatsu
1869,東山,ひがしやま,higashiyama
1870,星子,ほしこ,hoshiko
1871,水,みず,mizu
1872,細井,ほそい,hosoi
1873,津山,つやま,tsuyama
1874,大辻,おおつじ,ootsuji
1875,大塩,おおしお,ooshio
1876,由井,ゆい,yui
1877,設楽,したら,shitara
1878,生島,いくしま,ikushima
1879,小岩,こいわ,koiwa
1880,田邊,たなべ,tanabe
1881,伊豫田,いよだ,iyoda
1882,堀米,ほりごめ,horigome
1883,倉科,くらしな,kurashina
1884,鍛治,かじ,kaji
1885,山野井,やまのい,yamanoi
1886,倉井,くらい,kurai
1887,村,むら,mura
1888,柚木,ゆのき,yunoki
1889,桐野,きりの,kirino
1890,曽我部,そがべ,sogabe
1891,安陪,あべ,abe
1892,高澤,たかざわ,takazawa
1893,鵜飼,うかい,ukai
1894,関岡,せきおか,sekioka
1895,野澤,のざわ,nozawa
1896,坂根,さかね,sakane
1897,光井,みつい,mitsui
1898,尾方,おがた,ogata
1899,細田,ほそだ,hosoda
1900,戸塚,とつか,totsuka
1901,永坂,ながさか,nagasaka
1902,櫻庭,さくらば,sakuraba
1903,立木,たちき,tachiki
1904,芝山,しばやま,shibayama
1905,吹上,ふきあげ,fukiage
1906,谷川,たにがわ,tanigawa
1907,横江,よこえ,yokoe
1908,天本,あまもと,amamoto
1909,菅生,すごう,sugou
1910,轟木,とどろき,todoroki
1911,城田,しろた,shirota
1912,香川,かがわ,kagawa
1913,田本,たもと,tamoto
1914,浦野,うらの,urano
1915,北林,きたばやし,kitabayashi
1916,内間,うちま,uchima
1917,笹川,ささがわ,sasagawa
1918,若野,わかの,wakano
1919,木山,きやま,kiyama
1920,板東,ばんどう,bandou
1921,塩入,しおいり,shioiri
1922,河井,かわい,kawai
1923,武重,たけしげ,takeshige
1924,森口,もりぐち,moriguchi
1925,田窪,たくぼ,takubo
1926,川尻,かわじり,kawajiri
1927,重冨,しげとみ,shigetomi
1928,野々垣,ののがき,nonogaki
1929,脇,わき,waki
1930,澤岡,さわおか,sawaoka
1931,熊田,くまだ,kumada
1932,車田,くるまだ,kurumada
1933,関本,せきもと,sekimoto
1934,畠田,はただ,hatada
1935,竹山,たけやま,takeyama
1936,小保方,おぼかた,obokata
1937,末光,すえみつ,suemitsu
1938,関田,せきた,sekita
1939,尾形,おがた,ogata
1940,勝本,かつもと,katsumoto
1941,浅田,あさだ,asada
1942,國澤,くにさわ,kunisawa
1943,四本,よつもと,yotsumoto
1944,桧垣,ひがき,higaki
1945,稲熊,いなぐま,inaguma
1946,片平,かたひら,katahira
1947,瀧本,たきもと,takimoto
1948,若松,わかまつ,wakamatsu
1949,伏木,ふしき,fushiki
1950,市丸,いちまる,ichimaru
1951,藤島,ふじしま,fujishima
1952,上出,かみで,kamide
1953,栗野,くりの,kurino
1954,岩見,いわみ,iwami
1955,板橋,いたばし,itabashi
1956,瀬崎,せざき,sezaki
1957,須川,すがわ,sugawa
1958,笠間,かさま,kasama
1959,野川,のがわ,nogawa
1960,志方,しかた,shikata
1961,瀧内,たきうち,takiuchi
1962,戸張,とばり,tobari
1963,本庄,ほんじょう,honjou
1964,寺嶋,てらしま,terashima
1965,南野,みなみの,minamino
1966,浦部,うらべ,urabe
